City,Airport Code,Trip Distance (km),Total Distance (km)
Boston,BOS,15214.2,4.99396e+07
Philipsburg,SXM,14100.6,4.99537e+07
Gustavia,SBH,11329.4,4.99651e+07
Antigua,ANU,11219.5,4.99763e+07
Frankfurt,FRA,9500.23,4.99858e+07
Moscow,SVO,4919.34,4.99907e+07
Tambow,TBW,2207.65,4.99929e+07
Syktyvkar,VKO,1862.29,4.99948e+07
Vorkuta,VKT,1219.27,4.9996e+07
Sanya,DME,884.506,4.99969e+07
Shanghai,SHA,8082.19,5.0005e+07
Shizuoka,FSZ,6339.36,5.00113e+07
Fukuoka,FUK,7004.17,5.00183e+07
Amsterdam,AMS,9644.41,5.0028e+07
Rio De Janeiro,GIG,5607.31,5.00336e+07
Porto Alegre,POA,2975.29,5.00365e+07
Erechim,ERM,3108.88,5.00397e+07
Passo Fundo,PFB,3384.75,5.0043e+07
Sao Paulo,GRU,3282.75,5.00463e+07
Istanbul,IST,2781.97,5.00491e+07
Ufa,UFA,1356.9,5.00505e+07
Moscow,SVO,1182,5.00516e+07
Navoi,NVI,2698.14,5.00543e+07
Tashkent,TAS,3305.38,5.00576e+07
Paris,CDG,4097.48,5.00617e+07
Setif,QSF,5930.14,5.00677e+07
Algier,ALG,4836.24,5.00725e+07
Cairo,CAI,3722.56,5.00762e+07
Larnaca,LCA,186.019,5.00764e+07
Yekaterinburg,SVX,397.926,5.00768e+07
Harbin,HRB,4370.51,5.00812e+07
Jining,JNG,6575.35,5.00878e+07
Shenyang,SHE,6906.33,5.00947e+07
Tokyo,NRT,5441.28,5.01001e+07
Papeete,PPT,4188.24,5.01043e+07
Rimatara,RMT,5213.76,5.01095e+07
Honiara,HIR,3684.99,5.01132e+07
Nandi,NAN,3663.44,5.01169e+07
Honolulu,HNL,2258.86,5.01191e+07
Seattle,SEA,4948.92,5.01241e+07
Wenatchee,EAT,11740.1,5.01358e+07
Seattle,SEA,11948.8,5.01478e+07
Dubai,DXB,17700.7,5.01655e+07
Novosibirsk,OVB,4029.1,5.01695e+07
Manzhouli,NZH,3648.22,5.01731e+07
Choibalsan,COQ,6236.29,5.01794e+07
Ulan Bator,ULN,6420.81,5.01858e+07
Tokyo,NRT,4517.88,5.01903e+07
Calgary,YYC,1373.59,5.01917e+07
Halifax,YHZ,14344.8,5.0206e+07
Sydney,YQY,15118,5.02211e+07
Taree,TRO,6991.04,5.02281e+07
Mashhad,MHD,2449.45,5.02306e+07
Beirut,BEY,2604.27,5.02332e+07
Frankfurt,FRA,3768.82,5.0237e+07
San Juan,SJU,8879.41,5.02458e+07
Vieques Island,VQS,11581.6,5.02574e+07
San Juan,SJU,11574.6,5.0269e+07
Frankfurt,FRA,10001.4,5.0279e+07
Ankara,ESB,4657.23,5.02837e+07
Çorlu,TEQ,1419.09,5.02851e+07
Ankara,ESB,1606.22,5.02867e+07
Mus,MSR,834.139,5.02875e+07
Istanbul,IST,1080.78,5.02886e+07
Brussels,BRU,4356.9,5.02929e+07
Eskissehir,AOE,5230.56,5.02982e+07
Brussels,BRU,4291.5,5.03025e+07
Beirut,BEY,5160.79,5.03076e+07
Accra,ACC,559.141,5.03082e+07
Windhoek,WDH,4478.72,5.03127e+07
Mpacha,MPA,6333.56,5.0319e+07
Oranjemund,ERS,6332.36,5.03253e+07
Windhoek,WDH,6592.97,5.03319e+07
Walvis Bay,WVB,6036.37,5.0338e+07
Windhoek,WDH,6029.84,5.0344e+07
Accra,ACC,4483.8,5.03485e+07
Lome,LFW,841.678,5.03493e+07
Rio De Janeiro,GIG,2330.27,5.03517e+07
Buenos Aires,AEP,3155.49,5.03548e+07
Punta del Este,PDP,3043.46,5.03578e+07
Rosario,ROS,3100.85,5.0361e+07
Erbil,EZE,3540.97,5.03645e+07
Beirut,BEY,870.129,5.03654e+07
Kuwait,KWI,1720.75,5.03671e+07
Sialkot,SKT,4117.98,5.03712e+07
Bahrain,BAH,4838.55,5.0376e+07
Paris,CDG,4754.26,5.03808e+07
Quebec,YQB,11781.8,5.03926e+07
Bonaventure,YVB,15678.2,5.04083e+07
Iles De La Madeleine,YGR,15578.6,5.04238e+07
Quebec,YQB,15906,5.04397e+07
Paris,CDG,13636.4,5.04534e+07
Amsterdam,AMS,6843.92,5.04602e+07
Kilimanjaro,JRO,6452.58,5.04667e+07
Nairobi,WIL,5980.9,5.04727e+07
Samburu South,UAS,5700.27,5.04784e+07
Nairobi,WIL,5667.66,5.0484e+07
Cairo,CAI,4252.52,5.04883e+07
Goroka,,142.651,5.04884e+07
Port Moresby,POM,5141.79,5.04936e+07
Nandi,NAN,4961.1,5.04985e+07
Port-vila,VLI,2351.66,5.05009e+07
Santo,SON,3278.7,5.05041e+07
Walaha,WLH,3161.89,5.05073e+07
Santo,SON,3095.26,5.05104e+07
Brisbane,BNE,3143.91,5.05135e+07
Singapore,SIN,10222.4,5.05238e+07
Kuching,KCH,9357.6,5.05331e+07
Tanjung Manis,TGC,9123.04,5.05423e+07
Kuching,KCH,9028.63,5.05513e+07
Miri,MYY,9099.46,5.05604e+07
Long Akah,LKH,8607.12,5.0569e+07
Miri,MYY,8764.69,5.05778e+07
Kuala Lumpur,KUL,9158.88,5.05869e+07
Madinah,MED,10952.8,5.05979e+07
Khartoum,KRT,2312.2,5.06002e+07
Geneina,EGN,2091.72,5.06023e+07
Khartoum,KRT,2049.84,5.06043e+07
Cairo,CAI,1889.66,5.06062e+07
Larnaca,LCA,186.019,5.06064e+07
Yekaterinburg,SVX,397.926,5.06068e+07
Tashkent,TAS,1662.05,5.06085e+07
Tokyo,NRT,6296.34,5.06147e+07
Honolulu,HNL,432.908,5.06152e+07
Anchorage,ANC,5888.66,5.06211e+07
Bethel,BET,10837.4,5.06319e+07
Quinhagak,KWN,9525.09,5.06414e+07
Togiak Village,TOG,9361.5,5.06508e+07
Quinhagak,KWN,9526.99,5.06603e+07
Bethel,BET,9472.58,5.06698e+07
Anchorage,ANC,9204.97,5.0679e+07
Cold Bay,CDB,10695.9,5.06897e+07
King Cove,KVC,8790.52,5.06985e+07
Cold Bay,CDB,8850.88,5.07073e+07
Anchorage,ANC,8574.14,5.07159e+07
King Salmon,AKN,10623.4,5.07265e+07
Levelock,KLL,9698.69,5.07362e+07
Igiugig,IGG,9695.48,5.07459e+07
King Salmon,AKN,9818.52,5.07557e+07
Anchorage,ANC,9557.2,5.07653e+07
Honolulu,HNL,10133.1,5.07754e+07
Tokyo,NRT,9483.89,5.07849e+07
Delhi,DEL,10264.6,5.07952e+07
Kangra,DHM,5849.47,5.0801e+07
Delhi,DEL,5494.5,5.08065e+07
Tokyo,NRT,7265.63,5.08138e+07
Port Moresby,POM,2090.11,5.08159e+07
Honiara,HIR,4822.95,5.08207e+07
Munda,MUA,3625.05,5.08243e+07
Sege,EGM,3753.82,5.08281e+07
Honiara,HIR,3599.4,5.08317e+07
Brisbane,BNE,3264.79,5.0835e+07
Klagenfurt,NTL,6050.89,5.0841e+07
Vienna,VIE,4631.23,5.08456e+07
Barcelona,BCN,4991.94,5.08506e+07
Burgos,RGS,6326.58,5.0857e+07
Barcelona,BCN,6454.07,5.08634e+07
Leon,LEN,6490.54,5.08699e+07
Barcelona,BCN,6661.23,5.08766e+07
Moscow,SVO,4738.01,5.08813e+07
Tokyo,NRT,7432.37,5.08887e+07
Honolulu,HNL,432.908,5.08892e+07
Anchorage,ANC,5888.66,5.0895e+07
Kotzebue,OTZ,11069.3,5.09061e+07
Deering,DRG,10183.3,5.09163e+07
Kotzebue,OTZ,10123.7,5.09264e+07
Anchorage,ANC,9712.29,5.09361e+07
Los Angeles,LAX,10436.8,5.09466e+07
Istanbul,IST,16811.7,5.09634e+07
Mardin,MQM,1324.4,5.09647e+07
Istanbul,IST,1116.47,5.09658e+07
Tbilisi,TBS,1321.85,5.09671e+07
Urumqi,URC,3499.27,5.09706e+07
Tacheng,TCG,4899.51,5.09755e+07
Urumqi,URC,4303.29,5.09799e+07
Moscow,SVO,4856.97,5.09847e+07
Amsterdam,AMS,4059.54,5.09888e+07
Quito,UIO,8792.62,5.09976e+07
Lago Agrio,LGQ,9699.77,5.10073e+07
Quito,UIO,9719.73,5.1017e+07
Sao Paulo,GRU,8810.24,5.10258e+07
Istanbul,IST,2781.97,5.10286e+07
Tabriz,TBZ,1538.45,5.10301e+07
Teheran,THR,1565.8,5.10317e+07
Parsabad,PFQ,1857.32,5.10335e+07
Teheran,THR,1550.8,5.10351e+07
Gorgan,GBT,2224.87,5.10373e+07
Madinah,MED,2261.68,5.10396e+07
Cairo,CAI,1688.12,5.10413e+07
Sanya,DME,1675.69,5.10429e+07
Guiyang,KWE,8440.23,5.10514e+07
Wuzhou,WUZ,7257.71,5.10586e+07
Guiyang,KWE,7963.05,5.10666e+07
Urumqi,URC,8456.32,5.10751e+07
Hami,HMI,4948.85,5.108e+07
Urumqi,URC,5541.75,5.10855e+07
Shanghai,SHA,5129.06,5.10907e+07
Honolulu,HNL,3006.85,5.10937e+07
Anchorage,ANC,5888.66,5.10996e+07
Sand Point,SDP,10637.3,5.11102e+07
Anchorage,ANC,8818.01,5.1119e+07
Honolulu,HNL,10133.1,5.11292e+07
Tokyo,NRT,9483.89,5.11386e+07
Delhi,DEL,10264.6,5.11489e+07
Gorakhpur,GOP,6111.27,5.1155e+07
Delhi,DEL,6561.15,5.11616e+07
Amsterdam,AMS,5916.94,5.11675e+07
Sanford,SFB,10914.5,5.11784e+07
Hagerstown,HGR,13613.9,5.1192e+07
Sanford,SFB,14765.4,5.12068e+07
Miami,MIA,13430.4,5.12202e+07
Sao Paulo,GRU,11869.8,5.12321e+07
Belo Horizonte,PLU,3344.89,5.12354e+07
Governador Valadares,GVR,3427.3,5.12389e+07
Belo Horizonte,PLU,3427.24,5.12423e+07
Rio De Janeiro,GIG,3302.43,5.12456e+07
Dubai,DXB,3575.37,5.12492e+07
Manila,MNL,8687.83,5.12579e+07
Cauayan,CYZ,7777.17,5.12656e+07
Manila,MNL,7446.15,5.12731e+07
Jeddah,JED,11684.4,5.12848e+07
Alexandria,HBE,1945.73,5.12867e+07
Cairo,CAI,183.266,5.12869e+07
Abuja,ABV,219.251,5.12871e+07
Imo,QOW,275.406,5.12874e+07
Abuja,ABV,276.001,5.12877e+07
Kano,KAN,433.303,5.12881e+07
Cairo,CAI,415.908,5.12885e+07
Amman,AMM,432.014,5.12889e+07
Fairbanks,ORD,10846.8,5.12998e+07
Deadhorse,SCC,11284.8,5.13111e+07
Barter Island,BTI,11623.2,5.13227e+07
Fort Yukon,FYU,12116.3,5.13348e+07
Venetie,VEE,11612.1,5.13464e+07
Arctic Village,ARC,11540.7,5.1358e+07
Venetie,VEE,11727.9,5.13697e+07
Fort Yukon,FYU,11503,5.13812e+07
Fairbanks,FAI,11597.7,5.13928e+07
Seattle,SEA,10812.2,5.14036e+07
Vancouver,YVR,11705.5,5.14153e+07
Ottawa,YOW,12969.1,5.14283e+07
Iqaluit,YFB,15971.7,5.14443e+07
Quujjuaq,YVP,17625.5,5.14619e+07
Tasiujaq,YTQ,17293.5,5.14792e+07
Quujjuaq,YVP,17258.8,5.14964e+07
Schefferville,YKL,17007.7,5.15134e+07
Goroka,,13514.9,5.1527e+07
Port Moresby,POM,5141.79,5.15321e+07
Nandi,NAN,4961.1,5.15371e+07
Honolulu,HNL,2258.86,5.15393e+07
Anchorage,ANC,5888.66,5.15452e+07
Kotzebue,OTZ,11069.3,5.15563e+07
Noatak,WTK,10237.5,5.15665e+07
Kotzebue,OTZ,10215.8,5.15767e+07
Nome,OME,10218.8,5.15869e+07
Savoonga,SVA,9894.25,5.15968e+07
Nome,OME,9151.16,5.1606e+07
Shishmaref,SHH,9825.96,5.16158e+07
Nome,OME,9801.6,5.16256e+07
Anchorage,ANC,9174.86,5.16348e+07
Fairbanks,FAI,10554.2,5.16453e+07
Ruby,RBY,11324.8,5.16567e+07
Fairbanks,FAI,10310.8,5.1667e+07
Anchorage,ANC,11110.2,5.16781e+07
Bethel,BET,10837.4,5.16889e+07
Toksook Bay,OOK,9668.59,5.16986e+07
Mekoryuk,MYU,9350.11,5.17079e+07
Bethel,BET,9061.82,5.1717e+07
Anchorage,ANC,9204.97,5.17262e+07
Kotzebue,OTZ,11069.3,5.17373e+07
Kivalina,KVL,10294.7,5.17476e+07
Kotzebue,OTZ,10059.7,5.17576e+07
Anchorage,ANC,9712.29,5.17674e+07
Los Angeles,LAX,10436.8,5.17778e+07
Galena,CMH,11787.8,5.17896e+07
Kaltag,KAL,10431.2,5.18e+07
Galena,GAL,10161.8,5.18102e+07
Fairbanks,FAI,10153,5.18203e+07
Anchorage,ANC,11110.2,5.18314e+07
Bethel,BET,10837.4,5.18423e+07
Hooper Bay,HPB,9745.23,5.1852e+07
Scammon Bay,SCM,9346.36,5.18614e+07
Bethel,BET,9257.89,5.18706e+07
Anchorage,ANC,9204.97,5.18798e+07
Nome,OME,11086.3,5.18909e+07
Gambell,GAM,9944.22,5.19009e+07
Nome,OME,9027.45,5.19099e+07
Anchorage,ANC,9174.86,5.19191e+07
Barrow,BRW,11018.6,5.19301e+07
Atqasuk,ATK,11128.4,5.19412e+07
Barrow,BRW,10994.5,5.19522e+07
Anchorage,ANC,10776.6,5.1963e+07
Aniak,ANI,10790.8,5.19738e+07
Holy Cross,HCR,9848.06,5.19836e+07
Anvik,ANV,9904.8,5.19935e+07
Holy Cross,HCR,9871.78,5.20034e+07
Aniak,ANI,9849.04,5.20132e+07
Anchorage,ANC,9529.5,5.20228e+07
Seattle,SEA,10175.2,5.20329e+07
Jinan,YWH,11725.5,5.20447e+07
Hohhot,HET,7283.26,5.2052e+07
Wuhai,WUA,6687.3,5.20586e+07
Hohhot,HET,6367.3,5.2065e+07
Shenyang,SHE,6158.37,5.20712e+07
Tokyo,NRT,5441.28,5.20766e+07
Minneapolis,MSP,3675.88,5.20803e+07
Brainerd,BRD,14709.6,5.2095e+07
Minneapolis,MSP,14808.8,5.21098e+07
Atlanta,ATL,14813.8,5.21246e+07
Lewisburg,LWB,14016.9,5.21386e+07
Atlanta,ATL,14651.9,5.21533e+07
Charlotte,CLT,13996.1,5.21673e+07
Chefornak,PGV,14258,5.21815e+07
Bethel,BET,9250.87,5.21908e+07
Anchorage,ANC,9204.97,5.22e+07
Denver,DEN,10627.1,5.22106e+07
Branson,BKG,13304.7,5.22239e+07
Chicago,MDW,13831.2,5.22378e+07
Hong Kong,HKG,14669.9,5.22524e+07
Guiyang,KWE,8171.17,5.22606e+07
Tongren,TEN,7456.66,5.22681e+07
Guangzhou,CAN,7094.61,5.22751e+07
Moscow,SVO,9871.35,5.2285e+07
Nizhnekamsk,NBC,2076.93,5.22871e+07
Yekaterinburg,SVX,451.732,5.22875e+07
Larnaca,LCA,456.85,5.2288e+07
Cairo,CAI,182.231,5.22882e+07
Abuja,ABV,219.251,5.22884e+07
Osubi,QRW,194.385,5.22886e+07
Abuja,ABV,193.546,5.22888e+07
Kano,KAN,433.303,5.22892e+07
Cairo,CAI,415.908,5.22896e+07
Copenhagen,CPH,4078.77,5.22937e+07
Fort Lauderdale,FLL,9830.89,5.23036e+07
Trenton,TTN,13322.5,5.23169e+07
St. Augustine Airport,UST,14908.1,5.23318e+07
Trenton,TTN,13702.6,5.23455e+07
Fort Lauderdale,FLL,14761.1,5.23602e+07
Los Angeles,LAX,13857,5.23741e+07
Aspen,STS,10750.1,5.23849e+07
Los Angeles,LAX,12664,5.23975e+07
Charlotte,CLT,12056.8,5.24096e+07
Hilton Head,HHH,14257.1,5.24238e+07
Charlotte,CLT,13989.7,5.24378e+07
Las Vegas,LAS,14782.2,5.24526e+07
Grand Forks,GFK,11619.2,5.24642e+07
Thief River Falls,TVF,14667,5.24789e+07
Grand Forks,GFK,14767.7,5.24937e+07
Las Vegas,LAS,14620.5,5.25083e+07
Zurich,ZRH,15910.1,5.25242e+07
Moscow,SVO,4666.01,5.25289e+07
Gelendzik,GDZ,2119.69,5.2531e+07
Moscow,SVO,1706.84,5.25327e+07
Tokyo,NRT,7432.37,5.25401e+07
Denver,DEN,3127.65,5.25432e+07
Gunnison,GUC,13044.5,5.25563e+07
Denver,DEN,12694.8,5.2569e+07
Chicago,MDW,13308.5,5.25823e+07
Manistee,MBL,14805.4,5.25971e+07
Chicago,MDW,15179.2,5.26123e+07
Cleveland,CLE,14779.6,5.26271e+07
Jamestown,JHW,15030.8,5.26421e+07
Cleveland,CLE,15260.7,5.26573e+07
Washington,DCA,14950,5.26723e+07
Weyers Cave,SHD,14856.6,5.26872e+07
College Station,IAD,14719.4,5.27019e+07
Houston,IAH,12978.1,5.27149e+07
Denver,DEN,12814,5.27277e+07
Dickinson,DIK,12990.7,5.27407e+07
Denver,DEN,13998.7,5.27547e+07
Billings,BIL,12936.8,5.27676e+07
Sidney,SDY,13221.3,5.27808e+07
Billings,BIL,13851.5,5.27947e+07
Denver,DEN,13331,5.2808e+07
Alliance,AIA,13053,5.2821e+07
Chadron,CDR,13460.6,5.28345e+07
Denver,DEN,13535.7,5.2848e+07
McCook,MCK,13112.9,5.28612e+07
Denver,DEN,13485.5,5.28746e+07
Billings,BIL,12936.8,5.28876e+07
Glendive,GDV,13220.7,5.29008e+07
Billings,BIL,13725,5.29145e+07
Wolf Point,OLF,13198.6,5.29277e+07
Billings,BIL,13750.3,5.29415e+07
Denver,DEN,13331,5.29548e+07
Alamosa,ALS,13075.3,5.29679e+07
Denver,DEN,12677.2,5.29806e+07
Salt Lake City,SLC,12953.8,5.29935e+07
Moab,CNY,12375.4,5.30059e+07
Salt Lake City,SLC,12311.4,5.30182e+07
Vernal,VEL,12350.5,5.30305e+07
Salt Lake City,SLC,12521.3,5.30431e+07
Phoenix,PHX,12431.9,5.30555e+07
Show Low,SOW,11656.4,5.30672e+07
Phoenix,PHX,11916.7,5.30791e+07
Los Angeles,LAX,11504.3,5.30906e+07
Mammoth Lakes,MMH,10827.5,5.31014e+07
Los Angeles,LAX,11260.5,5.31127e+07
Seattle,SEA,10657.3,5.31233e+07
Eastsound,ESD,11719.7,5.3135e+07
Friday Harbor,FRD,11783.4,5.31468e+07
Honolulu,BFI,11761.7,5.31586e+07
Anchorage,ANC,5888.66,5.31645e+07
Bethel,BET,10837.4,5.31753e+07
Emmonak,EMK,9730.25,5.3185e+07
Kotlik,KOT,9586.61,5.31946e+07
Stebbins,WBB,9679.63,5.32043e+07
Unalakleet,UNK,9813.76,5.32141e+07
Anchorage,ANC,9617.68,5.32237e+07
Aniak,ANI,10790.8,5.32345e+07
Shageluk,SHX,9857.97,5.32444e+07
Aniak,ANI,9914.91,5.32543e+07
Chuathbaluk,CHU,9809.77,5.32641e+07
Crooked Creek,CKD,9818.75,5.32739e+07
Sleetmute,SLQ,9923.71,5.32839e+07
Aniak,ANI,10081.9,5.32939e+07
Anchorage,ANC,9529.5,5.33035e+07
Barrow,BRW,11018.6,5.33145e+07
Nuiqsut,NUI,10972.6,5.33255e+07
Barrow,BRW,11664.5,5.33371e+07
Anchorage,ANC,10776.6,5.33479e+07
Bethel,BET,10837.4,5.33587e+07
Eek,EEK,9547.79,5.33683e+07
Bethel,BET,9490.73,5.33778e+07
Kwigillingok,KWK,9575.36,5.33874e+07
Bethel,BET,9344.65,5.33967e+07
Marshall,MLL,9605.41,5.34063e+07
Russian Mission,RSH,9648.9,5.3416e+07
Bethel,BET,9699.49,5.34257e+07
Tuntutuliak,WTL,9573.85,5.34352e+07
Bethel,BET,9435.84,5.34447e+07
Anchorage,ANC,9204.97,5.34539e+07
Deadhorse,SCC,10717,5.34646e+07
Barter Island,BTI,11623.2,5.34762e+07
Fort Yukon,FYU,12116.3,5.34883e+07
Chalkyitsik,CIK,11552.9,5.34999e+07
Fairbanks,FAI,11768.7,5.35116e+07
Tanana,TAL,11249.5,5.35229e+07
Huslia,HSL,10958.3,5.35339e+07
Hughes,HUS,10499.6,5.35444e+07
Tanana,TAL,10675.7,5.3555e+07
Ruby,RBY,10907.5,5.35659e+07
Galena,GAL,10545.9,5.35765e+07
Nulato,NUL,10423.6,5.35869e+07
Koyukuk,KYU,10296.2,5.35972e+07
Fairbanks,FAI,10080.7,5.36073e+07
Anchorage,ANC,11110.2,5.36184e+07
Kotzebue,OTZ,11069.3,5.36295e+07
Shungnak,SHG,10038.9,5.36395e+07
Kobuk,OBU,10613.6,5.36501e+07
Kotzebue,OTZ,10810.4,5.36609e+07
Anchorage,ANC,9712.29,5.36706e+07
Los Angeles,LAX,10436.8,5.36811e+07
Visalia,VIS,10840.9,5.36919e+07
Los Angeles,LAX,11062.2,5.3703e+07
Merced,MCE,10804.5,5.37138e+07
Los Angeles,LAX,11051.2,5.37248e+07
Anchorage,ANC,10982.8,5.37358e+07
Juneau,JNU,10200.3,5.3746e+07
Angoon,AGN,11586.8,5.37576e+07
Tenakee Springs,TKE,11500.8,5.37691e+07
Juneau,JNU,11460.6,5.37806e+07
Pelican,PEC,11607,5.37922e+07
Elfin Cove,ELV,11384.3,5.38036e+07
Juneau,JNU,11381.6,5.38149e+07
Excursion Inlet,EXI,11603.7,5.38265e+07
Juneau,JNU,11505.4,5.3838e+07
Hoonah,HNH,11600.1,5.38496e+07
Juneau,JNU,11474.2,5.38611e+07
Ketchikan,KTN,11551.6,5.38727e+07
Metakatla,MTM,11535,5.38842e+07
King Salmon,AKN,9555.15,5.38938e+07
South Naknek,WSN,9689.93,5.39035e+07
Egegik,EGX,9650.46,5.39131e+07
King Salmon,AKN,9555.15,5.39227e+07
Anchorage,ANC,9557.2,5.39322e+07
Kodiak,ADQ,10495.2,5.39427e+07
Akhiok,AKK,9909.1,5.39526e+07
Kodiak,ADQ,9624.46,5.39622e+07
Larsen Bay,KLN,9919.77,5.39722e+07
Goroka,,16501.9,5.39887e+07
Port Moresby,POM,5141.79,5.39938e+07
Nandi,NAN,4961.1,5.39988e+07
Honolulu,HNL,2258.86,5.4001e+07
Anchorage,ANC,5888.66,5.40069e+07
Kodiak,ADQ,10495.2,5.40174e+07
Old Harbor,OLH,9892.03,5.40273e+07
Kodiak,ADQ,9749.71,5.40371e+07
Ouzinkie,KOZ,9890.32,5.40469e+07
Port Lions,ORI,9914.98,5.40569e+07
Kodiak,ADQ,9861.28,5.40667e+07
Amook Bay,AOS,9913.61,5.40766e+07
Goroka,,16526.9,5.40932e+07
Port Moresby,POM,5141.79,5.40983e+07
Nandi,NAN,4961.1,5.41033e+07
Honolulu,HNL,2258.86,5.41055e+07
Anchorage,ANC,5888.66,5.41114e+07
Kodiak,ADQ,10495.2,5.41219e+07
Kitoi Bay,KKB,9894,5.41318e+07
Seal Bay,SYB,9953.71,5.41418e+07
Goroka,,16595.8,5.41583e+07
Port Moresby,POM,5141.79,5.41635e+07
Nandi,NAN,4961.1,5.41685e+07
Honolulu,HNL,2258.86,5.41707e+07
Anchorage,ANC,5888.66,5.41766e+07
Kotzebue,OTZ,11069.3,5.41877e+07
Ambler,ABL,10065.6,5.41977e+07
Kotzebue,OTZ,10723.8,5.42085e+07
Buckland,BKC,10130.6,5.42186e+07
Kotzebue,OTZ,10287.8,5.42289e+07
Kiana,IAN,10139.2,5.4239e+07
Noorvik,ORV,10389.4,5.42494e+07
Kotzebue,OTZ,10365.7,5.42598e+07
Selawik,WLK,10114,5.42699e+07
Kotzebue,OTZ,10458.7,5.42803e+07
Nome,OME,10218.8,5.42906e+07
Brevig Mission,KTS,9806.18,5.43004e+07
Nome,OME,9693.7,5.43101e+07
Elim,ELI,9633.59,5.43197e+07
Golovin,GLV,9999.13,5.43297e+07
Nome,OME,9998.79,5.43397e+07
Teller,TLA,9798.28,5.43495e+07
Nome,OME,9700.25,5.43592e+07
Wales,WAA,9876.96,5.43691e+07
Nome,OME,9543.53,5.43786e+07
White Mountain,WMO,9675.16,5.43883e+07
Nome,OME,9966.7,5.43983e+07
Koyuk,KKA,9606.96,5.44079e+07
Unalakleet,UNK,10050.4,5.44179e+07
St. Michael,SMK,10030.7,5.44279e+07
Unalakleet,UNK,9829.33,5.44378e+07
Shaktoolik,SKK,10030.5,5.44478e+07
Nome,OME,10172.2,5.4458e+07
Tin City,TNC,9868.29,5.44678e+07
Wales,WAA,9690.56,5.44775e+07
Nome,OME,9543.53,5.44871e+07
Anchorage,ANC,9174.86,5.44963e+07
Denver,DEN,10627.1,5.45069e+07
Unalaska,ILG,13611.4,5.45205e+07
Atka,AKB,8674.64,5.45292e+07
Unalaska,DUT,7491.9,5.45367e+07
Nikolski,IKO,8463.89,5.45451e+07
Nunam Iqua,SXP,9589.49,5.45547e+07
Alakanuk,AUK,9556.37,5.45643e+07
Emmonak,EMK,9586.18,5.45739e+07
Bethel,BET,9450.59,5.45833e+07
Chefornak,CYF,9624.98,5.45929e+07
Kipnuk,KPN,9300.33,5.46022e+07
Bethel,BET,9259.39,5.46115e+07
Anchorage,ANC,9204.97,5.46207e+07
Cold Bay,CDB,10695.9,5.46314e+07
False Pass,KFP,8823.61,5.46402e+07
Cold Bay,CDB,8708.28,5.46489e+07
Nelson Lagoon,NLG,8782.51,5.46577e+07
Cold Bay,CDB,9045.72,5.46667e+07
Anchorage,ANC,8574.14,5.46753e+07
Bethel,BET,10837.4,5.46862e+07
Kongiganak,KKH,9568.21,5.46957e+07
Bethel,BET,9381.81,5.47051e+07
Anchorage,ANC,9204.97,5.47143e+07
Mcgrath,MCG,10714,5.4725e+07
Nikolai,NIB,10249.2,5.47353e+07
Mcgrath,MCG,10417.8,5.47457e+07
Anchorage,ANC,10087.9,5.47558e+07
Bethel,BET,10837.4,5.47666e+07
Pilot Station,PQS,9639.47,5.47763e+07
Bethel,BET,9546.66,5.47858e+07
Tuluksak,TLT,9541.16,5.47953e+07
Akiak,AKI,9661.88,5.4805e+07
Tuluksak,TLT,9615.49,5.48146e+07
Bethel,BET,9678.48,5.48243e+07
Kalskag,KLG,9534.62,5.48338e+07
Aniak,ANI,9732.32,5.48436e+07
Shageluk,SHX,9857.97,5.48534e+07
Grayling,KGX,9973.62,5.48634e+07
Shageluk,SHX,9916.04,5.48733e+07
Aniak,ANI,9914.91,5.48832e+07
Anchorage,ANC,9529.5,5.48928e+07
Barrow,BRW,11018.6,5.49038e+07
Wainwright,AIN,11197.3,5.4915e+07
Barrow,BRW,10732.7,5.49257e+07
Anchorage,ANC,10776.6,5.49365e+07
Aniak,ANI,10790.8,5.49473e+07
Chuathbaluk,CHU,9809.77,5.49571e+07
Crooked Creek,CKD,9818.75,5.49669e+07
Red Devil,RDV,9932.04,5.49768e+07
Sleetmute,SLQ,9999.79,5.49868e+07
Stony River,SRV,9996.65,5.49968e+07
Aniak,ANI,10150.3,5.5007e+07
Anchorage,ANC,9529.5,5.50165e+07
Fairbanks,FAI,10554.2,5.50271e+07
Healy,HKB,11146.1,5.50382e+07
Fairbanks,FAI,10929.2,5.50491e+07
Anchorage,ANC,11110.2,5.50603e+07
Juneau,JNU,10200.3,5.50705e+07
Kake,KAE,11577,5.5082e+07
Juneau,JNU,11512.5,5.50935e+07
Anchorage,ANC,11884.3,5.51054e+07
St. George,STG,10956.3,5.51164e+07
Anchorage,ANC,7968.93,5.51244e+07
Los Angeles,LAX,10436.8,5.51348e+07
Edmonton,YEG,10682.9,5.51455e+07
Rainbow Lake,YOP,13307.1,5.51588e+07
Edmonton,YEG,13282.9,5.51721e+07
Vancouver,YVR,13321.4,5.51854e+07
Port Hardy,YZT,11782.5,5.51972e+07
Bella Bella,ZEL,11481.6,5.52087e+07
Port Hardy,YZT,11567.7,5.52202e+07
Vancouver,YVR,11503.8,5.52317e+07
Manila,MNL,13572.5,5.52453e+07
Parana,SJI,7417.4,5.52527e+07
Buenos Aires,AEP,3634.33,5.52563e+07
San Luis,LUQ,3597.07,5.52599e+07
Christiansted,SSB,14521,5.52745e+07
